Nr,Group,Position,Locus,K*,Df,Signif.,Nr inf.,Meanrank-ac,Mean-ac,Nr-ac,Meanrank-ad,Mean-ad,Nr-ad,Meanrank-bc,Mean-bc,Nr-bc,Meanrank-bd,Mean-bd,Nr-bd,Meanrank-ee,Mean-ee,Nr-ee,Meanrank-ef,Mean-ef,Nr-ef,Meanrank-eg,Mean-eg,Nr-eg,Meanrank-fg,Mean-fg,Nr-fg,Meanrank-hh,Mean-hh,Nr-hh,Meanrank-hk,Mean-hk,Nr-hk,Meanrank-kk,Mean-kk,Nr-kk,Meanrank-h-,Mean-h-,Nr-h-,Meanrank-k-,Mean-k-,Nr-k-,Meanrank-ll,Mean-ll,Nr-ll,Meanrank-lm,Mean-lm,Nr-lm,Meanrank-nn,Mean-nn,Nr-nn,Meanrank-np,Mean-np,Nr-np
116,LG27b,24.172,HY_sc27_6639820,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.847619,21,25.7,0.771875,32,,,0,,,0
117,LG27b,24.172,S27_5562944,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.847619,21,25.7,0.771875,32,,,0,,,0
118,LG27b,24.172,HY_sc27_6639799,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.847619,21,25.7,0.771875,32,,,0,,,0
119,LG27b,24.6,HY_sc27_6623234,1.651,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.1,0.85,22,25.5,0.767742,31,,,0,,,0
120,LG27b,24.6,S27_5591187,1.651,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.1,0.85,22,25.5,0.767742,31,,,0,,,0
121,LG27b,26.748,HY_sc27_7496842,1.917,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.3,0.838462,13,24.9,0.7625,24,28.2,0.83125,16,,,0,,,0,,,0,,,0,,,0,,,0
122,LG27b,28.309,S27_4396077,0.55,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.773333,30,28.2,0.83913,23,,,0,,,0
123,LG27b,28.309,S27_4396110,0.55,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.773333,30,28.2,0.83913,23,,,0,,,0
124,LG27b,30.244,HY_sc27_8401303,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.836364,22,26.3,0.777419,31,,,0,,,0
125,LG27b,30.244,S27_3709702,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.836364,22,26.3,0.777419,31,,,0,,,0
126,LG27b,32.018,HY_sc27_6591324,2.092,1,-      ,50,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.8,0.85,22,23.7,0.753571,28,,,0,,,0
127,LG27b,36.083,HY_sc27_10395469,0.206,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.815385,26,25.4,0.78,25,,,0,,,0
128,LG27b,38.846,ab27_3164740,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.77931,29,27.3,0.829167,24,,,0,,,0
129,LG27b,38.846,HY_sc27_10686347,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.77931,29,27.3,0.829167,24,,,0,,,0
130,LG27b,43.042,S27_2387628,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
131,LG27b,43.042,HY_sc27_10046436,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
132,LG27b,43.042,HY_sc27_10046468,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
133,LG27b,45.368,S27_1854932,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
134,LG27b,45.368,HY_sc30_13000197,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
135,LG27b,45.368,S27_1940201,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
136,LG27b,45.376,S27_1945775,0.33,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.806897,29,26.1,0.795833,24,,,0,,,0
137,LG27b,47.021,HY_sc30_12910127,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
138,LG27b,47.942,HY_sc27_9616954,0.33,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.806897,29,26.1,0.795833,24,,,0,,,0
139,LG27b,49.773,S27_691957,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
140,LG27b,50.679,HY_sc27_9092394,0,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.810714,28,26.5,0.7875,24,,,0,,,0
141,LG27b,54.44,HY_sc27_9895581,0.491,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.81,30,25.9,0.791304,23,,,0,,,0
142,LG27b,54.44,ab27_300868,0.491,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.81,30,25.9,0.791304,23,,,0,,,0
143,LG27b,56.426,S27_36087,0.687,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.812903,31,25.6,0.786364,22,,,0,,,0
144,LG25a,0,S25_7398775,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.844,25,25.7,0.764286,28,,,0,,,0,,,0,,,0,,,0,,,0,,,0
145,LG25a,1.363,ab25_7093400,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0,,,0,,,0,,,0,,,0,,,0
146,LG25a,1.363,S25_7093391,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0,,,0,,,0,,,0,,,0,,,0
147,LG25a,6.002,HY_sc7_18231864,0.006,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.797059,34,25.9,0.847059,17,,,0,,,0
148,LG25a,11.528,HY_sc25_1961187,0.265,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.834615,26,25.8,0.765385,26,,,0,,,0
149,LG25a,15.686,HY_sc15_9502868,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.826087,23,26.9,0.783333,30,,,0,,,0
150,LG25a,15.686,HY_sc15_9502919,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.826087,23,26.9,0.783333,30,,,0,,,0
151,LG25a,15.686,HY_sc25_4617715,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.826087,23,26.9,0.783333,30,,,0,,,0
152,LG25a,15.686,HY_sc18_12751306,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.826087,23,26.9,0.783333,30,,,0,,,0
153,LG25a,15.686,S25_5644887,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.826087,23,26.9,0.783333,30,,,0,,,0
154,LG25a,17.218,HY_sc25_2373881,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.822727,22,27,0.787097,31,,,0,,,0
155,LG25a,17.218,S25_1308973,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27,0.787097,31,26.9,0.822727,22,,,0,,,0
156,LG25a,17.218,HY_sc25_275318,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27,0.787097,31,26.9,0.822727,22,,,0,,,0
157,LG25a,17.218,S25_5645059,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.822727,22,27,0.787097,31,,,0,,,0
158,LG25a,17.218,S25_135661,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.822727,22,27,0.787097,31,,,0,,,0
159,LG25a,17.218,HY_sc25_2437975,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.822727,22,27,0.787097,31,,,0,,,0
160,LG25a,18.314,S25_643129,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.829167,24,26.7,0.77931,29,,,0,,,0
161,LG25a,20.592,HY_sc2_8048354,0.491,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.81,30,25.9,0.791304,23,,,0,,,0
162,LG25a,20.592,S25_4833802,0.491,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.81,30,25.9,0.791304,23,,,0,,,0
163,LG25a,22.525,S25_1755614,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.796552,29,27.1,0.808333,24,,,0,,,0
164,LG25a,23.233,S25_6592353,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
165,LG25a,23.233,HY_sc30_88045981,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
166,LG25a,23.233,S25_2084195,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
167,LG25a,23.233,HY_sc30_131852336,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
168,LG25a,23.233,S16_5514018,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
169,LG25a,23.233,S25_4811211,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
170,LG25a,23.233,HY_sc30_116792888,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
171,LG25a,23.233,HY_sc25_1233390,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
172,LG25a,23.233,HY_sc30_136683365,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
173,LG25a,23.233,S25_3836255,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
174,LG25a,23.723,HY_sc25_6270016,0.839,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.3,0.753846,13,28.3,0.841667,24,26.4,0.78125,16,,,0,,,0,,,0,,,0,,,0,,,0
175,LG25a,25.106,S25_7310486,0.33,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.795833,24,27.7,0.806897,29,,,0,,,0
176,LG25a,25.106,HY_sc25_3684133,0.33,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.795833,24,27.7,0.806897,29,,,0,,,0
177,LG25a,26.551,HY_sc25_3038042,1.18,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.84,10,25.9,0.768966,29,29.5,0.842857,14,,,0,,,0,,,0,,,0,,,0,,,0
178,LG25a,26.779,ab25_8322452,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
179,LG25a,26.779,HY_sc25_5812011,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
180,LG25a,26.779,S25_8322471,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
181,LG25a,27.816,HY_sc25_3796835,1.292,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.845455,11,25.7,0.764286,28,29.5,0.842857,14,,,0,,,0,,,0,,,0,,,0,,,0
182,LG25a,28.58,ab25_7839132,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.803846,26,27.4,0.8,27,,,0,,,0
183,LG25a,32.377,HY_sc25_5328007,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.810714,28,27.1,0.792,25,,,0,,,0
184,LG25a,42.254,HY_sc25_6264149,0.008,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.817647,34,26.3,0.766667,18,,,0,,,0
185,LG25a,43.378,HY_sc25_3679803,0.138,1,-      ,48,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.1,0.786207,29,25.1,0.8,19,,,0,,,0
186,LG25b,0,S18_18102989,1.493,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.833333,33,24.8,0.75,20,,,0,,,0
187,LG25b,6.462,HY_sc30_174278838,0.909,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.1,0.829032,31,25.4,0.763636,22,,,0,,,0
188,LG25b,8.709,S25_15871473,0.9,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.866667,18,26.1,0.768571,35,,,0,,,0,,,0,,,0,,,0,,,0,,,0
189,LG25b,12.563,HY_sc30_152883588,1.502,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.848148,27,25.3,0.753846,26,,,0,,,0
190,LG25b,15.46,HY_sc30_93089484,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
191,LG25b,17.08,S18_18115621,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.844,25,25.7,0.764286,28,,,0,,,0
192,LG25b,18.968,HY_sc25_12407657,2.14,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.8,0.746667,30,28.9,0.872727,22,,,0,,,0
193,LG25b,19.97,HY_sc30_104909648,0.55,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.773333,30,28.2,0.83913,23,,,0,,,0
194,LG25b,19.97,S25_16016646,0.55,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.773333,30,28.2,0.83913,23,,,0,,,0
195,LG25b,22.772,HY_sc1_9714974,0.184,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.78125,32,27.2,0.83,20,,,0,,,0
196,LG25b,22.772,HY_sc1_9715007,0.184,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.78125,32,27.2,0.83,20,,,0,,,0
197,LG25b,25.467,HY_sc25_11840004,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
198,LG25b,25.467,S25_16664983,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
199,LG25b,29.085,HY_sc25_11907080,0.251,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.78125,32,27.9,0.833333,21,,,0,,,0
200,LG25b,29.515,S25_16714702,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
201,LG25b,29.515,S25_16720301,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.836364,22,26.3,0.777419,31,,,0,,,0
202,LG25b,30.274,HY_sc25_13411404,1.059,2,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.82,10,24.8,0.786207,29,27.8,0.833333,12,,,0,,,0,,,0,,,0,,,0,,,0
203,LG25b,32.899,S25_17277171,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
204,LG25b,34.43,HY_sc25_13355397,0.058,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.8,0.803226,31,26.1,0.795238,21,,,0,,,0
205,LG25b,40.385,HY_sc25_13974772,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.8,27,26.5,0.803846,26,,,0,,,0
206,LG25b,42.21,HY_sc30_31943164,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.796154,26,26.7,0.807407,27,,,0,,,0
207,LG25b,42.21,S25_19074112,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.796154,26,26.7,0.807407,27,,,0,,,0
208,LG25b,42.21,S25_19257633,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.796154,26,26.7,0.807407,27,,,0,,,0
209,LG25b,46.338,S25_19223301,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.816667,30,26.7,0.782609,23,,,0,,,0
210,LG22,0,HY_sc30_34955123,0.345,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.821875,32,24.9,0.757895,19,,,0,,,0
211,LG22,2.731,HY_sc30_8586591,4.285,1,**     ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.2,0.85625,32,22.3,0.7,19,,,0,,,0
212,LG22,6.578,HY_sc30_161236046,0.084,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.819355,31,26.5,0.777273,22,,,0,,,0
213,LG22,9.357,HY_sc29_9027204,0.679,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.826667,30,25.7,0.769565,23,,,0,,,0
214,LG22,11.197,HY_sc22_11750648,0.487,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.824138,29,25.9,0.775,24,,,0,,,0
215,LG22,11.197,S22_1679545,0.487,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.824138,29,25.9,0.775,24,,,0,,,0
216,LG22,11.197,HY_sc10_15026377,0.487,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.824138,29,25.9,0.775,24,,,0,,,0
217,LG22,14.739,S22_2437857,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
218,LG22,14.739,S22_2437961,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
219,LG22,17.898,HY_sc22_10279241,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.3,0.854167,24,25.1,0.758621,29,,,0,,,0
220,LG22,17.898,S22_7124069,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.3,0.854167,24,25.1,0.758621,29,,,0,,,0
221,LG22,20.152,S22_2814466,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
222,LG22,20.152,HY_sc22_10111142,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
223,LG22,20.152,HY_sc30_95661419,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
224,LG22,20.152,HY_sc30_8886107,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.768966,29,28.3,0.841667,24,,,0,,,0
225,LG22,20.152,ab22_6553131,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
226,LG22,20.152,S10_11884030,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
227,LG22,20.152,HY_sc30_8517910,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
228,LG22,20.152,S22_4030312,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.768966,29,28.3,0.841667,24,,,0,,,0
229,LG22,20.152,HY_sc30_7907117,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.768966,29,28.3,0.841667,24,,,0,,,0
230,LG22,20.152,S22_4915638,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
231,LG22,21.651,S22_5588572,0.55,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.773333,30,28.2,0.83913,23,,,0,,,0
232,LG22,23.199,HY_sc22_9814018,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
233,LG22,25.291,S26_1923761,0.251,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.78125,32,27.9,0.833333,21,,,0,,,0
234,LG22,26.86,HY_sc22_10426114,3.316,1,*      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.857692,26,24,0.742308,26,,,0,,,0
